words,1,2,3,dop,l_en,r_en,score,diff_en,rep_words,dop1,l_en1,r_en1,diff_en1,score1
有厚重感,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.0551,1.2552725,1.80618,-4.993648,-0.5509074999999999,没有厚重感,-7.246469,1.6127839,1.5682018,0.04458209999999996,-4.065483
比较平,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.442263,2.30103,1.5797836,-4.561449,0.7212463999999998,比较平稳,-7.889351,1.39794,1.5563025,-0.15836249999999996,-4.935108
里的一,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.850855,2.0086002,1.3802112,-5.4620433,0.6283890000000001,里的一抹,-7.086916,1.7558749,1.9138138,-0.1579389,-3.4172275
酸甜口,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.155108,1.7242758,0.9542425,-5.47659,0.7700333,酸甜口感,-7.908297,1.20412,1.0,0.20412000000000008,-5.704177
让人心动,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-9.047319,1.9542425,1.4313638,-5.6617126,0.5228787000000001,,,,,,
个正装,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.217071,1.5797836,2.1105897,-4.526697,-0.5308060999999997,一个正装,-8.183416,1.9138138,1.8976271,0.0161867,-4.371976
设计精,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.152377,1.6127839,1.0413927,-5.4982004,0.5713911999999999,设计精巧,-6.610817,1.5440681,1.2787536,0.2653145000000001,-3.7879949
适合出,1.4626815999999999e-05,1.2501552e-07,117.0000012504,-8.865814,1.80618,1.2787536,-5.7808805,0.5274264,适合出门,-7.842909,1.6812413,1.7993406,-0.11809930000000013,-4.362327
大的改善,1.45018e-05,1.2501552e-07,116.00000136407273,-7.905588,1.0,1.5682018,-5.337386,-0.5682018,极大的改善,-7.236811,0.845098,0.7781513,0.06694670000000003,-5.6135616
还有专,1.45018e-05,1.2501552e-07,116.00000136407273,-8.836384,2.1760912,1.2552725,-5.40502,0.9208187000000001,还有专属,-8.51947,1.6334685,1.4313638,0.20210470000000003,-5.4546375
价入手,1.45018e-05,1.2501552e-07,116.00000136407273,-7.866263,1.462398,2.0170333,-4.3868313,-0.5546352999999999,原价入手,-7.149886,1.8692317,1.80618,0.06305170000000015,-3.4744744
一下子就吸,1.45018e-05,1.2501552e-07,116.00000136407273,-7.6698313,1.3802112,0.7781513,-5.511469,0.6020599,,,,,,
红茶酵母,1.45018e-05,1.2501552e-07,116.00000136407273,-6.5680814,1.447158,0.47712126,-4.643802,0.97003674,,,,,,
挤一,1.45018e-05,1.2501552e-07,116.00000136407273,-8.859484,1.845098,1.20412,-5.8102655,0.6409779999999998,挤一挤,-8.1321945,1.39794,1.50515,-0.10721000000000003,-5.2291045
买了N,1.45018e-05,1.2501552e-07,116.00000136407273,-9.400241,2.1238515,1.5682018,-5.708187,0.5556496999999998,买了N久,-6.952559,0.69897,0.47712126,0.22184874,-5.776468
口味比,1.4376785e-05,1.2501552e-07,115.00000147774544,-8.266834,1.4913617,0.9542425,-5.82123,0.5371191999999999,口味比较,-8.102274,1.3802112,1.146128,0.23408319999999994,-5.5759344
醉人,1.4376785e-05,1.2501552e-07,115.00000147774544,-8.427293,2.1522884,0.7781513,-5.496853,1.3741371000000002,,,,,,
这款唇膏,1.4376785e-05,1.2501552e-07,115.00000147774544,-5.849076,0.60206,0.0,-5.247016,0.60206,,,,,,
最喜欢这,1.4376785e-05,1.2501552e-07,115.00000147774544,-8.969869,2.0934217,1.39794,-5.4785066,0.6954817,喜欢这个,-9.00151,1.4149734,1.7853298,-0.3703563999999999,-5.8012066
历史悠久,1.4376785e-05,1.2501552e-07,115.00000147774544,-8.553796,1.9777236,1.30103,-5.275042,0.6766936000000001,,,,,,
关节疼,1.4376785e-05,1.2501552e-07,115.00000147774544,-6.5850906,2.075547,1.462398,-3.0471454,0.6131489999999997,关节疼痛,-8.359194,1.1760913,1.39794,-0.2218487,-5.7851624
次光临,1.4251769e-05,1.2501552e-07,114.00000159141815,-7.983151,0.845098,1.763428,-5.374625,-0.91833,再次光临,-6.9375987,1.50515,1.5797836,-0.07463360000000008,-3.8526654
不挑肤质,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.259536,1.5185139,1.0,-5.741022,0.5185139000000001,,,,,,
我已经买,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.438848,1.8808136,1.1760913,-5.3819427,0.7047223,,,,,,
都是美,1.4251769e-05,1.2501552e-07,114.00000159141815,-9.13196,2.1673174,1.6232493,-5.3413935,0.5440681,是美好,-8.9649105,1.5440681,1.8920946,-0.3480265,-5.5287476
样子很可爱,1.4251769e-05,1.2501552e-07,114.00000159141815,-7.57464,0.7781513,1.50515,-5.291339,-0.7269987,,,,,,
没有缺,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.435921,1.6627579,1.0,-5.773163,0.6627578999999999,没有缺点,-8.18497,1.50515,1.0791812,0.4259687999999999,-5.600639
后会继续,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.355759,1.30103,1.8325089,-5.2222195,-0.5314789000000002,以后会继续,-7.6347623,1.69897,1.6532125,0.04575750000000012,-4.28258
北京人,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.840349,2.045323,1.1139433,-5.6810827,0.9313796999999997,,,,,,
光影,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.814162,1.2787536,1.7993406,-5.736068,-0.5205870000000001,,,,,,
免费试用,1.4251769e-05,1.2501552e-07,114.00000159141815,-7.876692,0.69897,1.39794,-5.779782,-0.69897,天免费试用,-7.5050507,0.7781513,1.1139433,-0.3357920000000001,-5.612956
所以为了,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.209657,1.2552725,1.8976271,-5.056757,-0.6423546,,,,,,
换口味,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.536114,0.9542425,1.763428,-5.8184433,-0.8091855,换换口味,-8.476107,1.462398,1.7075702,-0.24517219999999984,-5.3061385
工艺精,1.4251769e-05,1.2501552e-07,114.00000159141815,-8.0942,1.968483,1.1139433,-5.011774,0.8545396999999999,工艺精选,-6.9135056,1.230449,1.230449,0.0,-4.452608
时候有,1.4126754e-05,1.2501552e-07,113.00000170509091,-8.804083,1.7160033,2.454845,-4.6332345,-0.7388417000000003,,,,,,
科龙,1.4126754e-05,1.2501552e-07,113.00000170509091,-7.90309,2.252853,0.0,-5.650237,2.252853,科龙空调,-7.962051,1.0791812,1.39794,-0.3187587999999999,-5.4849296
有层次感,1.4126754e-05,1.2501552e-07,113.00000170509091,-8.030292,1.4149734,2.0170333,-4.5982847,-0.6020599,,,,,,
愁了,1.4126754e-05,1.2501552e-07,113.00000170509091,-8.954067,1.3617278,1.9138138,-5.678526,-0.5520860000000001,不用愁,-8.478994,1.4149734,1.60206,-0.1870866,-5.4619613
饱饱的,1.4126754e-05,1.2501552e-07,113.00000170509091,-8.92204,1.3617278,1.9822712,-5.578041,-0.6205434000000001,吃的饱饱,-7.2124815,2.0,1.69897,0.3010299999999999,-3.5135117
喝醉,1.4126754e-05,1.2501552e-07,113.00000170509091,-8.723926,1.7853298,1.1139433,-5.8246527,0.6713864999999999,喝醉酒,-8.512262,1.6434526,1.763428,-0.11997539999999995,-5.105382
家里的洗,1.4126754e-05,1.2501552e-07,113.00000170509091,-7.924359,1.60206,1.0,-5.322299,0.60206,家里的洗衣,-7.539739,1.3424227,0.845098,0.49732469999999995,-5.352218
的额,1.4126754e-05,1.2501552e-07,113.00000170509091,-9.315419,2.6998377,2.1367207,-4.478861,0.5631169999999996,额头,-9.10597,1.7781513,1.6532125,0.12493880000000002,-5.6746063
在回,1.4001738e-05,1.2501552e-07,112.00000181876362,-9.367562,2.3424227,1.7853298,-5.23981,0.5570929000000002,在回忆里,-8.340513,1.4771212,1.6627579,-0.18563669999999988,-5.200634
到更好的,1.4001738e-05,1.2501552e-07,112.00000181876362,-8.18451,1.908485,2.5622928,-3.7137325,-0.6538077999999998,遇到更好,,,,,
运行良好,1.4001738e-05,1.2501552e-07,112.00000181876362,-7.454021,1.1760913,0.60206,-5.67587,0.5740312999999999,,,,,,
偶尔吃一,1.4001738e-05,1.2501552e-07,112.00000181876362,-8.173573,1.5440681,1.0,-5.629504,0.5440681,偶尔吃一次,-6.980558,1.5314789,1.50515,0.02632889999999999,-3.9439292
没有差,1.4001738e-05,1.2501552e-07,112.00000181876362,-8.984554,2.1003706,1.462398,-5.421786,0.6379726000000001,没有差别,-7.95178,1.2787536,1.4771212,-0.1983676000000001,-5.1959047
人说这个,1.4001738e-05,1.2501552e-07,112.00000181876362,-8.887235,1.447158,2.064458,-5.375619,-0.6173000000000002,有人说这个,-8.475428,1.60206,1.770852,-0.16879200000000005,-5.1025157
上去比较,1.4001738e-05,1.2501552e-07,112.00000181876362,-7.9049907,1.2552725,1.9242793,-4.725439,-0.6690068,看上去比较,-7.3411474,1.7558749,1.8388491,-0.0829742,-3.7464237
时候喝,1.4001738e-05,1.2501552e-07,112.00000181876362,-8.584736,1.6532125,2.1931245,-4.7383986,-0.5399120000000002,,,,,,
这款乳,1.4001738e-05,1.2501552e-07,112.00000181876362,-7.9662223,1.8325089,1.2787536,-4.8549595,0.5537553000000002,这款乳液,-7.347641,1.6627579,1.7160033,-0.0532454,-3.9688797
最近一,1.3876723e-05,1.2501552e-07,111.00000193243635,-9.108208,2.4653828,1.690196,-4.952629,0.7751868,近一直,,,,,
选择适合,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.440119,2.0791812,1.0791812,-5.2817564,0.9999999999999998,,,,,,
期待下一,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.123123,1.5185139,0.90309,-5.7015195,0.6154239000000001,期待下一次,-7.112416,2.4983106,2.3424227,0.15588789999999975,-2.2716825
香辣可口,1.3876723e-05,1.2501552e-07,111.00000193243635,-7.917188,1.0791812,1.7323937,-5.105613,-0.6532125,,,,,,
对生活,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.639088,0.845098,2.0530784,-5.7409115,-1.2079803999999998,面对生活,-8.81246,1.90309,1.6127839,0.2903061,-5.296586
压力很大,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.585014,1.748188,1.146128,-5.690698,0.60206,,,,,,
升了,1.3876723e-05,1.2501552e-07,111.00000193243635,-9.228948,1.447158,1.9637878,-5.8180017,-0.5166298,提升,-9.199721,1.6127839,1.7923917,-0.1796078000000001,-5.7945457
真的是爱,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.842063,2.139879,1.462398,-5.2397857,0.677481,,,,,,
瘾了,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.559146,1.0791812,1.9777236,-5.502241,-0.8985424,过瘾,-9.099498,1.7781513,1.60206,0.17609129999999995,-5.7192864
后再看看,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.266847,1.0791812,1.7558749,-5.4317904,-0.6766937,然后再看看,-7.8007307,1.2552725,1.5185139,-0.26324140000000007,-5.026944
夏威夷,1.3876723e-05,1.2501552e-07,111.00000193243635,-8.475935,0.90309,1.7923917,-5.780453,-0.8893017000000001,在夏威夷,-8.563019,1.8920946,1.8512584,0.04083619999999999,-4.819666
主题的,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.197977,1.230449,1.8260748,-5.1414537,-0.5956258000000001,为主题,-8.054864,1.146128,1.146128,0.0,-5.7626076
的梦,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-9.109372,1.9395193,1.39794,-5.7719126,0.5415793,梦想,-9.370573,1.6334685,1.9822712,-0.3488027,-5.754833
爱的一款,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.41886,1.5314789,2.2764618,-4.61092,-0.7449828999999999,,,,,,
在家就,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.204608,2.39794,1.6232493,-4.183419,0.7746907000000003,在家就能,-8.396042,1.5797836,1.1760913,0.4036923000000001,-5.640167
可以消,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.75856,2.0,1.30103,-5.45753,0.6989700000000001,可以消除,-8.33718,1.7242758,1.6532125,0.07106330000000005,-4.959692
还等什么,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.2149,1.9867717,0.9542425,-5.2738857,1.0325292,还等什么呢,-6.989085,1.8129133,1.5797836,0.23312969999999988,-3.5963883
抗老紧致,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-5.85757,0.90309,0.0,-4.95448,0.90309,,,,,,
的小酒,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.889651,2.4014006,1.8864907,-4.60176,0.5149099000000001,小酒馆,-9.02987,1.5440681,1.8808136,-0.3367454999999999,-5.604988
色自然,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.40474,1.230449,1.7558749,-5.418417,-0.5254259000000001,颜色自然,-8.024322,1.230449,1.5185139,-0.2880649000000002,-5.275359
爱啊,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-9.210863,1.2787536,2.139879,-5.7922306,-0.8611254000000002,好可爱,-8.432236,1.4913617,1.146128,0.34523369999999987,-5.794746
于是在,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-8.515374,1.462398,1.9637878,-5.0891886,-0.5013897999999999,等于是在,-8.158201,1.0791812,1.4771212,-0.39793999999999996,-5.6018987
是我最爱,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-7.9594274,2.6580114,2.1003706,-3.2010453,0.5576407999999997,我最爱,-9.209185,1.763428,1.6434526,0.11997539999999995,-5.8023043
影音,1.3751706999999998e-05,1.2501552e-07,110.00000204610909,-6.6668487,0.0,1.0791812,-5.5876675,-1.0791812,央视影音,-6.4107237,1.7853298,1.8633229,-0.07799310000000004,-2.7620711
任劳任怨,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-8.31761,1.80618,1.230449,-5.280981,0.575731,,,,,,
花式,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-7.8184853,2.1172712,0.0,-5.701214,2.1172712,花式夸,-7.5306654,1.9956352,1.8260748,0.16956039999999994,-3.7089555
小粉瓶,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-7.1881256,0.60206,1.1760913,-5.4099746,-0.5740312999999999,朵梵小粉瓶,-5.78124,1.4149734,1.462398,-0.04742460000000004,-2.9038687
也提,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-8.906404,2.2741578,1.39794,-5.234306,0.8762177999999998,提升,-9.199721,1.6127839,1.7923917,-0.1796078000000001,-5.7945457
点啥,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-6.4372196,0.0,1.1139433,-5.3232765,-1.1139433,干点啥,-7.365175,1.30103,1.5563025,-0.2552725,-4.507842
甜的口感,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-7.996815,1.30103,1.8976271,-4.7981577,-0.5965971000000001,酸甜的口感,-6.983967,1.3222193,1.3222193,0.0,-4.339528
30袋,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-7.678237,0.7781513,1.4771212,-5.422964,-0.6989699,茶30袋,-7.4565487,0.69897,1.1139433,-0.4149733000000001,-5.6436357
其中之一,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-8.282931,1.6334685,2.1760912,-4.4733715,-0.5426227000000001,,,,,,
头曲,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-8.562652,1.6334685,2.269513,-4.65967,-0.6360444999999999,片头曲,-8.852139,1.3802112,1.6627579,-0.28254669999999993,-5.8091702
度很大,1.3626692000000001e-05,1.2501552e-07,109.0000021597818,-8.321352,1.4149734,2.1702616,-4.7361174,-0.7552881999999999,难度很大,-7.9009676,1.2787536,1.2787536,0.0,-5.34346
不开的,1.3501676e-05,1.2501552e-07,108.00000227345451,-9.072023,1.30103,2.064458,-5.7065353,-0.7634280000000002,离不开,-9.435153,1.69897,1.9444827,-0.24551269999999992,-5.7917004
的可以选,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.842322,1.7923917,1.2787536,-5.771177,0.5136381000000001,可以选择,-8.895373,1.50515,1.69897,-0.1938200000000001,-5.6912537
不忘,1.3501676e-05,1.2501552e-07,108.00000227345451,-9.030604,2.3856063,0.845098,-5.7999,1.5405083,不忘初心,-8.592771,1.5185139,1.3222193,0.1962946000000001,-5.7520375
易漂,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.147005,0.845098,1.5563025,-5.7456045,-0.7112044999999999,低泡易漂,-7.8992105,1.0413927,1.5185139,-0.4771212,-5.339304
围着,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.857876,1.4771212,2.0128372,-5.367917,-0.5357159999999999,包围着,-8.349685,1.3424227,1.4913617,-0.14893899999999993,-5.5159006
能够有,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.560241,2.5037906,1.94939,-4.10706,0.5544005999999999,能够有效,-7.947577,2.2966652,1.8633229,0.43334230000000007,-3.787589
较便宜,1.3501676e-05,1.2501552e-07,108.00000227345451,-7.6501,1.30103,1.8692317,-4.4798384,-0.5682017000000001,比较便宜,-8.247563,1.20412,1.3617278,-0.15760779999999985,-5.6817155
中期,1.3501676e-05,1.2501552e-07,108.00000227345451,-9.084627,1.7242758,2.2329962,-5.1273556,-0.5087204000000001,孕中期,-6.6614885,1.8976271,1.9731278,-0.07550070000000009,-2.7907338
量还不错,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.477185,0.90309,1.748188,-5.825907,-0.8450980000000001,质量还不错,-6.8731117,1.7323937,1.39794,0.3344537000000001,-3.7427778
不仅如此,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.904023,2.2624512,1.462398,-5.179174,0.8000532,,,,,,
口感独特,1.3501676e-05,1.2501552e-07,108.00000227345451,-7.8945036,1.6232493,0.90309,-5.3681645,0.7201593,,,,,,
酒鬼,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.184525,1.6627579,0.845098,-5.6766686,0.8176598999999999,酒鬼酒公司,-6.772797,1.8573325,1.9867717,-0.12943919999999998,-2.9286928
别具一格,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.569172,2.0530784,1.4771212,-5.038972,0.5759572,,,,,,
又囤,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.143045,2.0863597,1.3617278,-4.6949577,0.7246319000000001,,,,,,
厨房用,1.3501676e-05,1.2501552e-07,108.00000227345451,-8.569335,2.1903317,1.6532125,-4.725791,0.5371192000000002,厨房用具,-6.4370756,1.6334685,1.5682018,0.06526670000000001,-3.2354052
大的提升,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-8.236762,1.1760913,2.0,-5.060671,-0.8239087,极大的提升,-6.9479356,1.2787536,1.2787536,0.0,-4.390428
手啦,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-9.355954,1.6127839,2.178977,-5.5641932,-0.5661931000000002,终于到手,,,,,
一抹化水,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-7.868581,1.5314789,0.7781513,-5.5589504,0.7533276,,,,,,
高热量,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-8.031786,1.4313638,0.7781513,-5.8222704,0.6532125,高热量食物,-6.6464896,1.7853298,1.8573325,-0.07200270000000009,-3.0038273
点水果,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-8.600936,1.2552725,1.8573325,-5.488331,-0.60206,吃点水果,-8.3575325,1.3424227,1.5185139,-0.17609120000000011,-5.4965963
是第几次,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-7.5523543,1.5185139,2.1038036,-3.9300365,-0.5852896999999999,这是第几次,-7.2361736,1.5682018,1.8388491,-0.27064730000000004,-3.8291225
不怕了,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-8.859009,1.3802112,1.9542425,-5.524555,-0.5740313000000001,不怕,-5.822783,0.0,0.0,0.0,-5.822783
新入,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-9.383794,2.146128,1.60206,-5.6356063,0.544068,新入手,-8.383998,2.3138673,1.908485,0.4053823000000001,-4.1616454
个孩子都,1.3376660999999998e-05,1.2501552e-07,107.00000238712722,-8.017166,1.5910646,2.149219,-4.2768826,-0.5581544,每个孩子,-8.424679,1.8325089,1.3802112,0.45229770000000014,-5.2119584
但并不,1.3251645e-05,1.2501552e-07,106.00000250079997,-8.159673,1.845098,1.30103,-5.0135446,0.544068,,,,,,
找一,1.3251645e-05,1.2501552e-07,106.00000250079997,-9.123205,2.0569048,1.3222193,-5.744081,0.7346854999999999,找一个,-9.7017565,2.0530784,1.90309,0.14998840000000002,-5.745588
奶糖,1.3251645e-05,1.2501552e-07,106.00000250079997,-7.5376897,0.60206,1.1139433,-5.8216867,-0.5118833,大白兔奶糖,-6.902165,2.7101173,2.840106,-0.12998870000000018,-1.3519416
质优良,1.3251645e-05,1.2501552e-07,106.00000250079997,-7.928511,1.0,1.8260748,-5.102436,-0.8260748,品质优良,-8.087493,1.5185139,1.146128,0.37238590000000005,-5.422851
是只要,1.3251645e-05,1.2501552e-07,106.00000250079997,-9.009033,2.1003706,2.6117234,-4.2969394,-0.5113527999999996,但是只,,,,,
还有待观察,1.3251645e-05,1.2501552e-07,106.00000250079997,-6.9011936,1.6127839,1.0413927,-4.247017,0.5713911999999999,,,,,,
比较贴,1.3251645e-05,1.2501552e-07,106.00000250079997,-8.512439,1.9542425,1.3222193,-5.2359767,0.6320232000000001,比较贴近,-7.1312943,1.5440681,1.4313638,0.11270430000000009,-4.155862
隆胸,1.3251645e-05,1.2501552e-07,106.00000250079997,-8.439519,1.6720978,1.0791812,-5.68824,0.5929165999999999,隆胸手术,-5.9445653,1.6334685,1.6720978,-0.03862929999999998,-2.638999
味道美极,1.3251645e-05,1.2501552e-07,106.00000250079997,-7.121742,1.1760913,0.47712126,-5.468529,0.69897004,,,,,,
浓重,1.3251645e-05,1.2501552e-07,106.00000250079997,-8.167268,2.1139433,0.7781513,-5.275173,1.3357919999999999,,,,,,
推荐大,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.684332,2.0569048,0.90309,-5.724337,1.1538148,推荐大家,-8.587425,1.8325089,1.5910646,0.24144430000000017,-5.1638517
知道为什,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-7.290837,2.2576785,1.0791812,-3.953977,1.1784972999999999,,,,,,
我就开,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.660473,2.3283796,1.4149734,-4.91712,0.9134061999999998,我就开始,-8.446503,2.2121875,2.2552724,-0.04308489999999976,-3.9790425
童装,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-6.2749786,0.0,0.60206,-5.672919,-0.60206,暇步士童装,-6.084461,1.50515,1.3802112,0.12493880000000002,-3.1991
还能减,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.209846,2.0,1.2787536,-4.931092,0.7212464000000001,还能减少,-8.001727,1.7075702,1.6627579,0.04481230000000003,-4.631399
就是赚到,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.612502,1.1139433,2.149219,-5.34934,-1.0352757,到就是赚到,-6.959882,1.8750613,2.30103,-0.42596869999999987,-2.7837908
较近,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.166862,1.4771212,2.0530784,-4.6366615,-0.5759572,距离较近,-6.4240527,1.30103,0.9542425,0.3467874999999999,-4.16878
是喜欢这个,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.935332,1.6334685,2.161368,-5.140496,-0.5278995,,,,,,
去的地方,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.487008,1.60206,2.2227166,-4.6622314,-0.6206566,想去的地方,-6.881729,2.2900345,2.4683473,-0.17831280000000005,-2.1233475
海底,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-8.187789,1.690196,0.7781513,-5.7194414,0.9120447,海底捞,-9.072228,1.6334685,1.6627579,-0.02928939999999991,-5.776002
最想,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-9.234796,2.4183013,1.462398,-5.354096,0.9559032999999999,想要,,,,,
明治的,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-9.265525,1.5185139,2.0863597,-5.660651,-0.5678458,三明治,-7.0019813,0.60206,0.60206,0.0,-5.7978616
色泽鲜亮,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-7.7953725,1.39794,0.60206,-5.7953725,0.7958799999999999,,,,,,
多喝几,1.3126629999999998e-05,1.2501552e-07,105.00000261447269,-7.987702,1.748188,1.146128,-5.0933857,0.60206,多喝几杯,-7.146197,1.4913617,1.60206,-0.11069830000000014,-4.0527754
新的一,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.943736,2.2988532,0.90309,-5.741793,1.3957632,新的一年,-9.2339,1.60206,1.80618,-0.20411999999999986,-5.82566
型也很好看,1.3001614e-05,1.2501552e-07,104.00000272814543,-7.735676,0.7781513,1.30103,-5.656494,-0.5228786999999999,,,,,,
要变,1.3001614e-05,1.2501552e-07,104.00000272814543,-9.231661,2.1139433,1.5440681,-5.5736494,0.5698751999999998,变成,-8.047213,1.1139433,1.146128,-0.032184699999999955,-5.7871413
轻薄便携,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.304286,0.7781513,1.7242758,-5.801859,-0.9461245,寸轻薄便携,-6.5468946,0.30103,0.60206,-0.30103,-5.6438046
效果超,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.788019,2.0413928,1.30103,-5.445596,0.7403628000000002,效果超赞,-8.4051,1.39794,1.60206,-0.20412000000000008,-5.4051
用的就,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.865966,2.3180633,1.7993406,-4.748562,0.5187226999999999,,,,,,
来送朋友,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.142201,0.90309,1.462398,-5.7767134,-0.5593080000000001,买来送朋友,-7.191926,1.30103,1.3424227,-0.04139270000000006,-4.5484734
没关,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.863145,2.2405493,0.845098,-5.777498,1.3954513,没关系,-9.080387,1.6532125,1.6434526,0.009759899999999933,-5.783722
感觉整,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.2033205,2.39794,1.30103,-4.5043507,1.0969100000000003,感觉整个,-8.116316,2.3541083,1.908485,0.44562330000000006,-3.8537226
小飞,1.3001614e-05,1.2501552e-07,104.00000272814543,-7.6164927,1.230449,0.69897,-5.6870737,0.5314789999999999,小飞侠,-8.431257,1.3424227,1.30103,0.04139270000000006,-5.7878046
都已,1.3001614e-05,1.2501552e-07,104.00000272814543,-8.870961,2.6170003,1.9867717,-4.267189,0.6302285999999999,已经,-8.568615,1.39794,1.4149734,-0.017033400000000087,-5.7557015
在专柜试,1.3001614e-05,1.2501552e-07,104.00000272814543,-7.574102,1.7558749,1.2552725,-4.5629544,0.5006024,,,,,,
超出了我,1.3001614e-05,1.2501552e-07,104.00000272814543,-7.844281,1.845098,1.1760913,-4.823092,0.6690067,,,,,,
从7,1.3001614e-05,1.2501552e-07,104.00000272814543,-9.345819,2.363612,1.8388491,-5.143358,0.5247628999999998,从7月开始,-6.922585,1.30103,1.230449,0.070581,-4.3911057
微波,1.2876599e-05,1.2501552e-07,103.00000284181814,-8.761958,2.230449,1.5797836,-4.951726,0.6506654000000001,微波炉,-8.615171,1.3617278,1.50515,-0.14342220000000006,-5.748294
就是为,1.2876599e-05,1.2501552e-07,103.00000284181814,-8.6964445,2.7641761,2.0413928,-3.8908753,0.7227832999999997,,,,,,
戳我,1.2876599e-05,1.2501552e-07,103.00000284181814,-7.9855623,2.3180633,0.0,-5.667499,2.3180633,戳我泪点,-6.6314497,1.6532125,1.5797836,0.07342889999999991,-3.3984537
又比,1.2876599e-05,1.2501552e-07,103.00000284181814,-8.448565,1.7923917,0.845098,-5.8110747,0.9472937,又比较,-8.587076,2.2405493,2.2671716,-0.0266223000000001,-4.0793552
