words,1,2,3,dop,l_en,r_en,score,diff_en,rep_words,dop1,l_en1,r_en1,diff_en1,score1
些钱,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.508171,1.3617278,2.0334237,-5.11302,-0.6716959000000002,这些钱,-8.538737,1.5440681,1.6232493,-0.07918119999999984,-5.37142
气压,1.6156707e-06,3.3929085e-05,21.000000140730208,-6.3985395,1.0,0.30103,-5.0975094,0.69897,气压避震,-6.4357924,0.69897,0.69897,0.0,-5.037853
非常稀,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.874784,1.90309,1.1139433,-4.857751,0.7891466999999999,非常稀少,-7.99592,1.1760913,1.2787536,-0.10266229999999998,-5.541075
露着,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.142074,2.0569048,2.6766937,-3.4084752,-0.6197889000000001,透露着,-8.327568,1.230449,1.2787536,-0.04830460000000003,-5.8183656
9年,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.803415,1.0791812,2.9289076,-5.795326,-1.8497264,2019年,-7.7266293,3.473487,3.3384564,0.1350305999999999,-0.91468596
满99,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.208082,1.6812413,0.845098,-5.681743,0.8361432999999999,满99元减,-6.858549,1.1760913,0.7781513,0.39793999999999996,-4.9043064
是挺大的,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.97577,0.7781513,1.6232493,-5.5743694,-0.8450979999999999,还是挺大,,,,,
价格降,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.680841,1.9542425,1.3802112,-4.3463874,0.5740313000000001,价格降幅,-6.671319,1.0413927,1.1760913,-0.1346985999999999,-4.453835
理解为什么,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.550502,1.7323937,2.346353,-3.471755,-0.6139593000000001,,,,,,
的每,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.516014,2.2405493,1.5185139,-5.7569513,0.7220354,每一个,-8.85473,1.462398,1.763428,-0.3010299999999999,-5.6289034
值钱的,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.188487,0.845098,1.60206,-5.741329,-0.756962,值钱,-8.332594,1.2787536,1.6812413,-0.4024877,-5.3725986
着你们,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.7689905,1.20412,1.748188,-5.8166823,-0.544068,等着你们,-8.762731,1.6127839,1.4771212,0.13566269999999991,-5.6728253
找了几,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.9573345,2.0413928,1.4313638,-4.484578,0.6100290000000002,找了几个,-7.713447,1.7993406,1.8976271,-0.09828649999999994,-4.0164795
种商品,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.415344,1.0413927,1.5682018,-5.80575,-0.5268090999999999,各种商品,-8.2676325,1.3802112,1.39794,-0.01772879999999999,-5.489481
才几,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.707439,2.4533184,1.7403626,-4.513758,0.7129558,才几十块,-7.223127,1.60206,1.3222193,0.27984070000000005,-4.2988477
我每,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.652408,2.4941547,1.3802112,-5.7780414,1.1139435000000002,我每天,-9.378769,1.8260748,2.0086002,-0.18252540000000006,-5.544094
两个星,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.51393,2.3344538,1.4149734,-4.7645035,0.9194803999999999,两个星期,-8.501882,1.7403626,1.9912261,-0.2508634999999999,-4.7702928
经常断,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.9575257,1.9138138,1.3617278,-4.681984,0.5520860000000001,经常断货,-6.816794,1.7242758,1.4771212,0.2471546,-3.6153965
我就纳闷,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.273952,1.69897,1.0,-5.5749817,0.6989700000000001,,,,,,
我出去,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.596926,0.90309,1.9294189,-5.7644167,-1.0263289,带我出去,-7.2883477,1.9956352,1.690196,0.3054391999999999,-3.6025167
几天的,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.832278,2.303196,2.9689498,-3.5601325,-0.6657538000000001,这几天,-8.767236,1.60206,1.50515,0.09691000000000005,-5.660026
总体来说还,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.3803787,1.9912261,1.0413927,-4.3477597,0.9498333999999999,,,,,,
刚买回,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.898859,1.9444827,0.9542425,-5.0001335,0.9902402,刚买回来,-7.513118,1.8976271,1.6532125,0.24441460000000004,-3.9622784
不能保,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.549225,2.376577,1.6532125,-4.5194354,0.7233645000000002,不能保证,-8.944334,1.6334685,1.5314789,0.10198960000000001,-5.7793865
表面还,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.398931,1.6232493,1.1139433,-5.6617384,0.5093059999999998,表面还有,-8.150468,1.230449,1.230449,0.0,-5.6895704
很精,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.897886,2.369216,1.2787536,-5.2499166,1.0904624000000003,精彩,-9.43859,1.90309,1.7242758,0.17881419999999992,-5.811224
要我们,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.068124,2.2227166,2.80618,-4.0392275,-0.5834633999999999,需要我们,-8.602021,2.307496,2.1139433,0.19355270000000013,-4.180582
不是很稳,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.9788585,1.6127839,1.0413927,-5.3246818,0.5713911999999999,不是很稳定,-7.647756,1.447158,1.0791812,0.3679767999999999,-5.121417
往前,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.876332,1.80618,1.2787536,-5.7913985,0.5274264,往前走,-9.006468,1.4771212,1.763428,-0.2863068,-5.7659187
解的,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.095895,1.5682018,2.350248,-5.1774445,-0.7820462000000001,理解,-7.536523,0.9542425,0.7781513,0.1760912,-5.8041286
质量怎么,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.244174,1.7781513,1.2552725,-5.21075,0.5228788,质量怎么样,-7.340783,1.690196,1.4913617,0.19883430000000013,-4.1592255
尿酸,1.6156707e-06,3.3929085e-05,21.000000140730208,-6.874101,0.0,1.1139433,-5.7601576,-1.1139433,森田玻尿酸,-5.7959366,1.20412,1.0413927,0.16272730000000002,-3.5504236
越差,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.031666,1.5440681,2.0530784,-4.434519,-0.5090102999999999,越来越差,-8.010046,1.6127839,1.90309,-0.2903061,-4.494172
还以,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.88113,2.8027737,1.90309,-4.1752667,0.8996837,还以为,-8.838659,1.462398,1.5563025,-0.09390449999999984,-5.8199587
这个东西真,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.849804,2.0128372,1.230449,-4.606518,0.7823882,,,,,,
下单1,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.7408986,1.7242758,0.9542425,-5.06238,0.7700333,,,,,,
这个眼,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.947963,2.2013972,1.4313638,-5.3152018,0.7700334000000002,这个眼影盘,-7.697522,2.2576785,2.2253094,0.03236909999999993,-3.2145343
客服打,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.570204,1.8976271,1.3802112,-5.2923656,0.5174159,客服打电话,-6.900316,1.770852,1.748188,0.022664000000000017,-3.3812761
一首,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.558144,1.6627579,1.0791812,-5.8162045,0.5835766999999998,一首诗,-8.068729,1.0413927,1.2787536,-0.23736089999999987,-5.748583
鬼东西,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.626647,0.69897,1.30103,-5.626647,-0.6020599999999999,什么鬼东西,-7.1189265,1.6627579,1.770852,-0.10809410000000019,-3.6853166
又推,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.074239,2.3961995,1.8692317,-4.808808,0.5269677999999998,又推出,-8.2973385,2.0827854,1.6434526,0.4393328000000001,-4.5711
都吐,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.223286,2.149219,1.6334685,-5.440598,0.5157505,吐出来,-8.561428,1.4313638,1.3222193,0.10914449999999998,-5.8078446
都推,1.6156707e-06,3.3929085e-05,21.000000140730208,-9.07587,2.5943925,1.9395193,-4.5419574,0.6548732000000002,推荐过,,,,,
太难喝,1.6156707e-06,3.3929085e-05,21.000000140730208,-7.917635,2.0791812,1.4313638,-4.40709,0.6478173999999999,难喝,-8.159257,1.230449,1.30103,-0.070581,-5.627778
都融化了,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.072919,0.845098,1.447158,-5.780663,-0.6020599999999999,心都融化,,,,,
钱买了一个,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.319582,0.9542425,1.5563025,-5.8090367,-0.6020599999999999,,,,,,
大把,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.9914665,1.2552725,2.089905,-5.646289,-0.8346324999999999,一大把,-8.562177,1.3424227,1.5910646,-0.24864189999999997,-5.62869
味道酸酸,1.6156707e-06,3.3929085e-05,21.000000140730208,-6.977525,1.5563025,0.47712126,-4.9441013,1.07918124,,,,,,
和保,1.6156707e-06,3.3929085e-05,21.000000140730208,-8.835691,2.8813846,2.049218,-3.9050887,0.8321665999999999,保护,-8.513391,1.230449,1.462398,-0.23194900000000018,-5.820544
未经,1.6156707e-06,3.3929085e-05,21.000000140730208,-6.6013694,0.845098,0.30103,-5.455241,0.544068,未经允许,-5.8618884,0.30103,0.0,0.30103,-5.5608582
失灵,1.7502172e-05,0.00036352589999999994,20.77033058159592,-6.8238707,0.0,1.0791812,-5.7446895,-1.0791812,刹车失灵,-8.213144,1.1760913,1.3222193,-0.14612800000000004,-5.7148337
扔到垃圾桶,6.250776e-07,1.2925365999999999e-05,20.678018722534965,-5.4554787,1.4771212,0.9542425,-3.0241148,0.5228787,,,,,,
地地道道,6.250776e-07,1.2925365999999999e-05,20.678018722534965,-6.550285,1.8750613,1.3424227,-3.3328006,0.5326386000000001,,,,,,
压根,8.751086e-06,0.00017933945,20.49339295136595,-8.546541,2.3304138,1.5910646,-4.625063,0.7393492000000002,压根没,-8.481374,1.8750613,1.5440681,0.3309932,-5.0622444
有磨损,1.1001365e-05,0.00022134687999999999,20.119946802816013,-8.251651,0.9542425,1.5797836,-5.7176247,-0.6255411000000001,没有磨损,-7.927491,1.0,1.4913617,-0.4913616999999999,-5.4361296
成块状,1.1251396000000001e-06,2.2619389999999998e-05,20.103628706274016,-8.004166,0.90309,1.4771212,-5.6239543,-0.5740312000000001,切成块状,-7.8963833,1.0791812,1.30103,-0.22184879999999985,-5.516172
只能保,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.77907,1.9822712,1.3617278,-5.435071,0.6205434000000001,只能保证,-8.205513,1.4913617,1.6232493,-0.1318876,-5.0909023
几次都是,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.41082,1.39794,1.9242793,-5.0886006,-0.5263393000000001,好几次都,-8.647051,1.5682018,1.3424227,0.2257791,-5.7364264
买了那么,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.400469,1.9444827,1.230449,-5.2255373,0.7140337000000001,买了那么多,-7.8621087,1.8808136,2.1238515,-0.2430378999999998,-3.8574436
像有些,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.41794,1.4913617,2.3598354,-4.566743,-0.8684737000000002,好像有些,-8.1608305,1.9637878,2.0334237,-0.0696359000000002,-4.163619
我宝,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.770121,2.3384564,1.819544,-5.6121206,0.5189124,我宝贝,-9.399917,1.9637878,1.7781513,0.18563649999999998,-5.657977
后两天,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.491765,1.0413927,2.2013972,-5.248975,-1.1600045,,,,,,
天打开,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.776984,1.5314789,2.3283796,-4.9171257,-0.7969006999999999,每天打开,-8.621243,1.6532125,1.4149734,0.23823909999999993,-5.5530567
太不给力,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.770491,1.60206,1.0,-5.1684313,0.60206,不给力,-8.789832,1.50515,1.4913617,0.013788300000000087,-5.7933207
元的价格,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.684791,1.230449,1.80618,-5.648162,-0.575731,万元的价格,-7.3802667,1.1760913,1.50515,-0.32905870000000004,-4.6990256
次回购,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.9501753,1.50515,2.10721,-4.3378153,-0.6020599999999998,无限次回购,-6.586494,1.2552725,1.0,0.2552725,-4.3312216
失望越大,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.869026,0.69897,1.4771212,-5.692935,-0.7781512,,,,,,
都搞不,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.012912,2.2718415,1.4913617,-4.2497087,0.7804798,搞不定,-8.409274,1.2552725,1.39794,-0.14266749999999995,-5.7560616
有回复,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.625289,1.0413927,1.8325089,-5.751387,-0.7911162,没有回复,-8.329627,1.30103,1.447158,-0.14612800000000004,-5.581439
奶块,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.376408,1.4313638,2.0211892,-4.9238544,-0.5898253999999998,酸奶块,-7.783526,1.0413927,1.146128,-0.10473529999999998,-5.596005
双鞋子,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.5167885,1.20412,1.763428,-5.54924,-0.5593079999999999,这双鞋子,-8.736649,1.3424227,1.60206,-0.25963730000000007,-5.792166
好找,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.490265,1.39794,1.90309,-5.1892347,-0.50515,位置很好找,-6.43801,1.3222193,1.146128,0.17609129999999995,-3.9696627
及时发,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.5338955,1.9294189,1.0,-5.6044765,0.9294188999999999,及时发现,-8.308127,1.60206,1.7160033,-0.11394329999999986,-4.990064
又降,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.5991607,2.378398,1.7323937,-3.488369,0.6460042999999998,又降价,,,,,
又过,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.197129,2.1522884,1.5682018,-5.476639,0.5840866000000002,又过去,,,,,
在推,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.198557,2.075547,1.50515,-5.61786,0.5703969999999998,在推特上,-7.2124624,2.2624512,2.089905,0.1725462000000002,-2.8601062
也未,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.753558,2.4996872,1.9822712,-4.2716,0.5174159999999999,未必,-8.494054,2.4785664,2.1958997,0.28266670000000005,-3.819588
知道真假,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.143035,0.845098,1.5910646,-5.7068725,-0.7459665999999999,不知道真假,-7.396207,1.7323937,1.7160033,0.016390400000000138,-3.9478097
原地,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.678388,1.0791812,2.0791812,-5.5200253,-0.9999999999999998,在原地,-8.375017,1.6232493,1.968483,-0.3452337000000001,-4.783285
没搞,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.273837,1.9542425,0.845098,-5.4744964,1.1091445000000002,没搞懂,-6.9953094,1.8388491,2.1139433,-0.27509419999999984,-3.042517
放平,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.905095,1.9822712,1.20412,-5.7187037,0.7781511999999999,放平座椅,-6.4339337,0.60206,0.69897,-0.09690999999999994,-5.132904
扫一,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.101314,2.4502492,1.770852,-4.8802123,0.6793971999999999,扫一扫,-8.767101,1.5797836,1.4313638,0.1484198000000001,-5.755954
没有我想象,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.2173653,1.9242793,0.69897,-4.594116,1.2253093000000002,,,,,,
更离谱,1.6156707e-06,3.2313415e-05,20.000000562920828,-7.646889,1.447158,0.90309,-5.2966413,0.544068,,,,,,
察觉,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.330637,1.50515,2.049218,-4.776269,-0.5440680000000002,毫无察觉,-7.864593,1.1760913,1.146128,0.029963299999999915,-5.5423737
还是2,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.871016,2.5502284,2.0413928,-5.2793946,0.5088355999999998,,,,,,
边都是,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.515933,1.69897,2.5599067,-4.257056,-0.8609366999999999,身边都,,,,,
不匀,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.841578,1.4313638,2.0,-5.4102135,-0.5686362,涂不匀,-8.174661,1.5185139,1.7323937,-0.21387979999999995,-4.9237533
岁了,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.671533,1.230449,1.819544,-5.62154,-0.5890950000000001,几岁,-7.716685,0.9542425,1.0791812,-0.12493870000000007,-5.683261
的积,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.74125,2.965672,1.8573325,-3.9182456,1.1083395,积分,-9.132898,1.6127839,1.7075702,-0.09478629999999999,-5.8125443
信你,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.24595,1.39794,2.0211892,-5.8268204,-0.6232491999999998,相信你,-8.224144,1.20412,1.4313638,-0.22724379999999988,-5.5886602
内发货,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.305053,0.90309,1.7403626,-5.6616,-0.8372726000000001,天内发货,-8.216851,1.1139433,1.5682018,-0.4542584999999999,-5.534706
的浓,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.121597,2.8898618,2.0681858,-4.1635494,0.8216759999999996,浓度,-6.061456,0.0,0.30103,-0.30103,-5.760426
的条,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.71361,2.9474337,1.9912261,-4.77495,0.9562075999999999,条件,-8.142371,1.1139433,1.20412,-0.0901767,-5.824308
个大的,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.565095,1.9956352,2.597695,-4.9717646,-0.6020597999999999,一个大,-9.451331,1.8750613,1.7923917,0.08266960000000001,-5.7838783
觉得应该是,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.039858,1.6627579,2.3541083,-4.0229917,-0.6913504000000001,,,,,,
需要1,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.534836,2.40824,1.8692317,-5.257364,0.5390083000000001,需要10,-9.176095,2.0681858,1.6127839,0.45540190000000025,-5.4951253
任何一,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.595491,2.3283796,1.5682018,-4.6989098,0.7601777999999999,任何一个,-7.377562,0.90309,0.845098,0.05799199999999993,-5.629374
日达,1.6156707e-06,3.2313415e-05,20.000000562920828,-6.966695,0.30103,1.0413927,-5.624272,-0.7403627,次日达,-7.4596486,0.60206,1.0791812,-0.4771212,-5.7784076
等到1,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.099553,2.0334237,1.30103,-5.7650995,0.7323937000000003,等到12点,-7.480142,1.6434526,1.5563025,0.08715010000000012,-4.280387
各位看,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.604855,1.8750613,1.2552725,-5.474521,0.6197888,各位看官,-8.563371,1.3802112,1.4913617,-0.11115049999999993,-5.6917977
能预约,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.213871,0.9542425,1.7323937,-5.5272346,-0.7781512,,,,,,
刚下,1.6156707e-06,3.2313415e-05,20.000000562920828,-9.198218,2.0569048,1.4771212,-5.664192,0.5797835999999998,刚下班,-8.778088,1.6627579,1.462398,0.2003598999999998,-5.6529317
恶心死,1.6156707e-06,3.2313415e-05,20.000000562920828,-8.399819,1.7853298,0.90309,-5.7113996,0.8822398,,,,,,
被拒,1.3751707e-06,2.7466401999999997e-05,19.973085935178105,-8.94362,1.9590414,1.3222193,-5.6623588,0.6368221000000001,被拒绝,-8.806241,1.8129133,1.447158,0.3657553,-5.5461698
守承诺,7.500931e-07,1.4541037e-05,19.385643149319662,-8.396923,0.9542425,1.6434526,-5.7992277,-0.6892101,信守承诺,-8.470105,1.2787536,1.3802112,-0.10145760000000004,-5.81114
遇到这样,1.5001862e-06,2.9082074e-05,19.385643149319662,-8.763645,1.9956352,1.1139433,-5.654067,0.8816918999999999,,,,,,
劝各位,1.7502172999999999e-06,3.3929085e-05,19.385641926761764,-7.027163,1.39794,2.0334237,-3.5957992,-0.6354837000000002,奉劝各位,-8.119895,1.230449,1.2552725,-0.02482350000000011,-5.634174
古惑仔,2.5003104e-07,4.847012e-06,19.385641202270953,-7.222691,0.30103,1.20412,-5.7175407,-0.9030900000000001,术型古惑仔,-5.8018694,0.0,0.0,0.0,-5.8018694
陈绮贞,2.5003104e-07,4.847012e-06,19.385641202270953,-8.277785,2.0413928,0.9542425,-5.28215,1.0871503000000002,,,,,,
AKU,2.5003104e-07,4.847012e-06,19.385641202270953,-7.2041388,0.30103,1.39794,-5.5051684,-1.0969099999999998,HAKU,-7.5923853,2.2552724,1.8512584,0.4040139999999999,-3.4858546
画眼,5.000620999999999e-07,9.694024e-06,19.385641202270953,-8.417774,2.4785664,1.7558749,-4.1833334,0.7226915,画眼线,-8.47848,1.7853298,1.9190781,-0.13374829999999993,-4.7740726
沥干水,5.000620999999999e-07,9.694024e-06,19.385641202270953,-8.097814,1.6812413,1.0791812,-5.3373914,0.6020600999999999,沥干水分,-8.049652,1.0,1.3802112,-0.38021119999999997,-5.6694407
狂长痘,5.000620999999999e-07,9.694024e-06,19.385641202270953,-7.351569,1.1760913,1.7160033,-4.4594746,-0.539912,疯狂长痘,-6.886909,1.7075702,1.6627579,0.04481230000000003,-3.516581
脯肉,2.5003104e-07,4.847012e-06,19.385641202270953,-6.9866276,0.9542425,1.748188,-4.284197,-0.7939455000000001,鸡脯肉,-6.164289,1.5440681,1.5682018,-0.024133699999999925,-3.0520194
硅藻,2.5003104e-07,4.847012e-06,19.385641202270953,-5.3799124,2.075547,1.4149734,-1.889392,0.6605735999999998,硅藻泥,-5.346972,1.9912261,1.9444827,0.04674339999999999,-1.4112631
五体投地,5.000620999999999e-07,9.694024e-06,19.385641202270953,-8.134356,0.90309,1.462398,-5.7688675,-0.5593080000000001,,,,,,
寡妇,2.5003104e-07,4.847012e-06,19.385641202270953,-8.453863,0.7781513,2.3180633,-5.3576484,-1.539912,黑寡妇,-7.1992426,0.7781513,0.69897,0.07918130000000001,-5.7221212
炸炸,2.5003104e-07,4.847012e-06,19.385641202270953,-7.6062145,1.4149734,0.7781513,-5.4130898,0.6368221000000001,炸炸炸,-6.257044,1.8633229,1.845098,0.0182249000000001,-2.548623
山遍野,2.5003104e-07,4.847012e-06,19.385641202270953,-6.1709986,0.7781513,1.908485,-3.4843621,-1.1303337,漫山遍野,-8.415896,1.8129133,1.3617278,0.4511855,-5.2412553
GTX10,2.5003104e-07,4.847012e-06,19.385641202270953,-7.7599435,1.5185139,0.69897,-5.5424595,0.8195439000000001,,,,,,
生气,7.338411e-05,0.0014040178,19.13245021359164,-8.995923,1.0413927,2.1367207,-5.8178096,-1.095328,惹我生气,-8.274993,1.462398,1.39794,0.06445800000000013,-5.4146547
看到这样,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.71013,2.0791812,1.3617278,-5.269221,0.7174533999999999,,,,,,
也特,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.219515,2.4183013,1.1760913,-5.625122,1.24221,特别,-9.152359,1.763428,1.5797836,0.18364439999999993,-5.809148
关键的,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.002168,1.30103,1.9444827,-5.7566547,-0.6434527000000001,为关键,-8.681127,1.20412,1.6627579,-0.4586378999999998,-5.8142486
个月时间,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.350848,1.1139433,1.6532125,-5.5836926,-0.5392691999999999,两个月时间,-7.747195,1.6434526,1.80618,-0.16272739999999986,-4.297562
才十,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.173573,2.269513,1.6434526,-5.260607,0.6260603999999999,才十几岁,-8.191012,1.0791812,1.3222193,-0.24303809999999992,-5.789612
个小小的,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.296626,1.9138138,2.9304397,-3.4523728,-1.0166259,一个小小,,,,,
00左右,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.21414,1.0,1.7160033,-5.4981365,-0.7160032999999999,500左右,-7.840807,1.8325089,2.0128372,-0.18032829999999977,-3.9954607
面已经,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.850531,1.908485,2.5526683,-4.3893776,-0.6441833000000001,方面已经,-8.216823,2.064458,2.0128372,0.051620800000000244,-4.1395273
在背,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.022547,2.0293837,1.50515,-5.4880133,0.5242336999999999,,,,,,
但事实,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-7.810529,2.2900345,1.462398,-4.0580964,0.8276364999999999,但事实证明,-7.719085,1.20412,1.5440681,-0.3399481,-4.9708967
给女,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.3710575,2.1760912,1.4313638,-5.7636023,0.7447274000000002,给女儿,-8.952611,1.6720978,1.5440681,0.1280296999999999,-5.7364454
给我来,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.7104645,2.089905,1.5797836,-5.0407763,0.5101213999999998,给我来一打,-6.854588,2.161368,2.0,0.16136799999999996,-2.6932201
不要这,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.88513,2.4727564,1.845098,-4.5672755,0.6276584000000003,不要这么,-9.037648,1.8129133,1.8692317,-0.0563184000000001,-5.355503
不能接,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.518298,2.5327544,1.8573325,-4.128211,0.6754218999999999,不能接受,-8.926642,2.0334237,1.845098,0.18832570000000026,-5.048121
表是,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-9.987267,2.0170333,2.5502284,-5.420005,-0.5331950999999999,外表,-7.1071444,0.69897,0.69897,0.0,-5.7092047
装盒子,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.293508,1.1139433,1.7853298,-5.3942347,-0.6713864999999999,包装盒子,-7.981008,1.5314789,1.69897,-0.16749110000000011,-4.7505593
块钱一个的,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.331322,1.230449,1.7923917,-5.308481,-0.5619427000000001,,,,,,
买的口红,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.268741,0.69897,1.908485,-5.661286,-1.2095150000000001,新买的口红,-7.907189,1.5185139,1.5563025,-0.03778859999999984,-4.832372
很刺,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.644775,2.2988532,1.20412,-5.1418023,1.0947331999999999,刺激,-7.3136864,0.60206,0.90309,-0.3010299999999999,-5.8085365
是干什么,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.490474,2.2855573,1.6812413,-4.523675,0.6043159999999999,干什么,-7.9562135,1.0,1.146128,-0.14612800000000004,-5.8100853
点不开心,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.687913,1.1139433,1.9912261,-5.5827436,-0.8772827999999999,有点不开心,-7.9805355,1.9912261,1.9242793,0.06694679999999997,-4.06503
解不了,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.052313,1.770852,2.4297523,-3.8517084,-0.6589003,理解不,-8.775571,1.7323937,1.8692317,-0.13683800000000002,-5.1739454
是所有的,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.720209,2.0791812,2.8122447,-3.8287833,-0.7330635000000001,不是所有,-8.613653,1.5440681,1.2787536,0.2653145000000001,-5.790831
话不说,1.6156707e-06,3.0697740000000005e-05,18.99999873342814,-8.279661,1.3617278,2.2900345,-4.627899,-0.9283067,二话不说,-8.306002,1.8692317,2.0334237,-0.16419200000000012,-4.403346
