words,1,2,3,dop,l_en,r_en,score,diff_en,rep_words,dop1,l_en1,r_en1,diff_en1,score1
要这个,1.6156707e-06,7.270518e-05,44.999999014888544,-9.179812,2.075547,2.794488,-4.3097773,-0.718941,想要这个,-9.224651,1.748188,1.6812413,0.06694670000000014,-5.7952223
谁的,1.6156707e-06,7.270518e-05,44.999999014888544,-6.2818174,0.0,0.60206,-5.6797576,-0.60206,,,,,,
行不,1.6156707e-06,7.270518e-05,44.999999014888544,-9.330992,2.1139433,1.5314789,-5.68557,0.5824643999999999,行不行,-8.761514,1.5797836,1.39794,0.1818436000000001,-5.78379
个口味,1.6156707e-06,7.270518e-05,44.999999014888544,-8.67152,1.4313638,2.1673174,-5.072839,-0.7359536,换个口味,-8.216202,1.2787536,1.3802112,-0.10145760000000004,-5.5572367
还是假的,1.6156707e-06,7.270518e-05,44.999999014888544,-7.6257944,0.30103,1.50515,-5.8196144,-1.20412,,,,,,
没有保,1.6156707e-06,7.270518e-05,44.999999014888544,-9.067546,2.38739,1.690196,-4.9899597,0.6971939999999999,没有保护好,-7.83088,1.6720978,1.6232493,0.04884850000000007,-4.535533
费劲了,1.6156707e-06,7.270518e-05,44.999999014888544,-8.351857,1.2787536,1.7853298,-5.2877736,-0.5065762,费劲,-7.0698676,0.845098,0.7781513,0.06694670000000003,-5.446618
狗吃了,1.6156707e-06,7.270518e-05,44.999999014888544,-7.5483603,0.69897,1.230449,-5.6189413,-0.5314789999999999,被狗吃,,,,,
没人理,6.750838e-06,0.00029889907000000003,44.27584688705141,-8.720287,1.7323937,1.20412,-5.7837734,0.5282737,没人理我,-7.780377,1.7781513,1.7403626,0.0377886999999999,-4.261863
可以肯定,1.6156707e-06,7.108951e-05,43.999999437079175,-8.230027,1.7160033,0.69897,-5.815054,1.0170333,,,,,,
拿不,1.6156707e-06,7.108951e-05,43.999999437079175,-8.752464,2.1702616,1.462398,-5.119805,0.7078635999999998,拿不准,-6.5763173,1.8920946,1.8512584,0.04083619999999999,-2.8329644
也不值,1.6156707e-06,7.108951e-05,43.999999437079175,-9.191295,2.045323,1.39794,-5.7480316,0.6473829999999998,不值,,,,,
就不错了,1.6156707e-06,7.108951e-05,43.999999437079175,-8.183621,1.3222193,1.9731278,-4.888274,-0.6509085000000001,,,,,,
小便宜,1.6156707e-06,7.108951e-05,43.999999437079175,-8.656564,1.30103,1.968483,-5.3870506,-0.6674530000000001,贪小便宜,-8.376742,1.39794,1.6232493,-0.22530929999999993,-5.3555527
手感不,1.6156707e-06,7.108951e-05,43.999999437079175,-8.781167,2.198657,1.6720978,-4.9104123,0.5265591999999999,手感不佳,-7.9385295,1.4913617,1.462398,0.028963699999999815,-4.98477
的退,1.6156707e-06,7.108951e-05,43.999999437079175,-9.143542,2.8182259,2.09691,-4.2284064,0.7213159,退路,-7.4781237,0.845098,1.230449,-0.3853509999999999,-5.4025764
的假的,1.6156707e-06,7.108951e-05,43.999999437079175,-7.8620768,0.60206,1.9912261,-5.2687907,-1.3891661,假的假,-7.7353134,1.4913617,1.0791812,0.41218049999999984,-5.1647706
应该还,1.6156707e-06,7.108951e-05,43.999999437079175,-8.727761,2.346353,1.5797836,-4.801625,0.7665694000000001,,,,,,
我反,1.6156707e-06,7.108951e-05,43.999999437079175,-8.518872,1.7075702,1.20412,-5.607182,0.5034501999999998,我反正,-9.073558,1.908485,1.6532125,0.2552725,-5.5118604
份上,1.6156707e-06,7.108951e-05,43.999999437079175,-8.482895,1.6127839,2.356026,-4.514085,-0.7432421,,,,,,
给这,1.6156707e-06,7.108951e-05,43.999999437079175,-9.216118,2.469822,1.9444827,-4.801813,0.5253393000000002,给这个,-9.061257,2.1139433,1.9344984,0.1794448999999998,-5.012816
没有回,1.6156707e-06,7.108951e-05,43.999999437079175,-9.139906,2.1271048,1.5440681,-5.468733,0.5830367000000001,没有回头路,-7.002586,1.6127839,1.4149734,0.1978104999999999,-3.9748287
品了,1.6156707e-06,7.108951e-05,43.999999437079175,-9.249956,1.7323937,2.2718415,-5.245721,-0.5394477999999998,出新品,-8.911789,1.5314789,1.7993406,-0.2678617000000001,-5.5809693
是没想到,1.6156707e-06,6.947384e-05,42.99999985926979,-8.843025,1.30103,2.045323,-5.496672,-0.7442929999999999,但是没想到,-7.808942,1.9542425,2.3201463,-0.3659038000000001,-3.5345528
好说的,1.6156707e-06,6.947384e-05,42.99999985926979,-8.986539,1.4771212,2.2648177,-5.2446,-0.7876965,没啥好说,,,,,
我加,1.6156707e-06,6.947384e-05,42.99999985926979,-9.39049,2.2988532,1.7075702,-5.3840666,0.591283,,,,,,
谁了,1.6156707e-06,6.947384e-05,42.99999985926979,-9.403303,1.39794,2.2253094,-5.780054,-0.8273694,是没谁,-7.6258426,1.447158,1.3424227,0.10473529999999998,-4.8362617
段的,1.6156707e-06,6.947384e-05,42.99999985926979,-9.116468,2.3747482,3.0870712,-3.654649,-0.712323,阶段,-8.934941,1.4149734,1.7160033,-0.30102989999999985,-5.8039646
残次,1.6156707e-06,6.947384e-05,42.99999985926979,-8.588709,1.9444827,1.230449,-5.4137774,0.7140337000000001,残次品,-6.49351,0.9542425,1.0413927,-0.08715020000000007,-4.4978743
结果第,1.6156707e-06,6.947384e-05,42.99999985926979,-8.39141,1.6812413,0.90309,-5.807079,0.7781513,结果第二天,-7.435684,1.8325089,2.071882,-0.2393730999999999,-3.5312932
买了好,1.6156707e-06,6.947384e-05,42.99999985926979,-8.881991,2.292256,1.20412,-5.385615,1.088136,买了好多,-9.055901,1.6627579,1.7993406,-0.13658270000000017,-5.593802
小声,1.6156707e-06,6.947384e-05,42.99999985926979,-6.9203906,0.90309,0.30103,-5.7162704,0.6020599999999999,小声BB,-7.8661714,1.4913617,1.6232493,-0.1318876,-4.75156
东西在,1.6156707e-06,6.947384e-05,42.99999985926979,-8.879312,1.6232493,2.2329962,-5.0230665,-0.6097469000000002,,,,,,
还不知,1.6156707e-06,6.947384e-05,42.99999985926979,-8.982941,2.4248817,1.6232493,-4.9348097,0.8016323999999999,还不知道,-8.303284,1.30103,1.2552725,0.045757499999999895,-5.746981
竟然发,1.6156707e-06,6.947384e-05,42.99999985926979,-8.616764,2.10721,1.146128,-5.3634257,0.9610819999999998,竟然发现,-8.196248,2.0170333,1.8512584,0.16577489999999995,-4.327956
大一瓶,1.6156707e-06,6.947384e-05,42.99999985926979,-8.487189,1.1139433,1.8573325,-5.515914,-0.7433892,超大一瓶,-8.109497,1.20412,1.447158,-0.24303799999999987,-5.458219
能不能不,1.6156707e-06,6.947384e-05,42.99999985926979,-9.112126,2.0,1.462398,-5.6497283,0.5376019999999999,,,,,,
以后也不,1.6156707e-06,6.947384e-05,42.99999985926979,-8.376581,2.075547,1.5682018,-4.732832,0.5073451999999998,以后也不会,-7.7271194,2.0,2.0606978,-0.0606977999999998,-3.6664217
物流有,1.6156707e-06,6.947384e-05,42.99999985926979,-8.714433,1.9444827,1.146128,-5.6238217,0.7983547,,,,,,
到了1,1.6156707e-06,6.947384e-05,42.99999985926979,-9.128194,2.6354837,1.9444827,-4.5482273,0.691001,到了10,-8.982816,2.2600713,1.9344984,0.32557289999999983,-4.788246
非常舒,1.6156707e-06,6.947384e-05,42.99999985926979,-8.524248,2.1522884,0.845098,-5.5268617,1.3071904,非常舒服,-7.3254313,0.9542425,1.0,-0.045757500000000007,-5.3711886
太厉害,1.6156707e-06,6.947384e-05,42.99999985926979,-9.256116,2.365488,1.1139433,-5.7766848,1.2515447,厉害了,-8.742928,1.6127839,1.3222193,0.29056459999999995,-5.8079243
都过去,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.800715,1.9867717,1.462398,-5.351546,0.5243736999999999,过去,-9.646521,1.7993406,2.0211892,-0.22184859999999973,-5.8259907
是无语了,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.346457,0.90309,1.90309,-5.5402765,-1.0,真是无语,-8.568619,1.2787536,1.5563025,-0.2775489,-5.7335625
个样子,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.776479,1.0791812,1.908485,-5.7888126,-0.8293037999999999,这个样子,-8.665387,1.4771212,1.7923917,-0.3152705,-5.395874
点事,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.371884,1.6232493,2.2600713,-5.488564,-0.636822,屁大点事,-8.408922,1.4313638,1.2787536,0.15261020000000003,-5.6988044
是就是,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.613188,2.09691,2.807535,-4.708743,-0.7106250000000003,不是就,-8.895576,2.089905,2.570543,-0.4806379999999999,-4.2351274
明明可以,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.044227,1.8808136,1.3424227,-5.8209906,0.5383909,明明可以救,-7.438196,1.0413927,0.9542425,0.08715020000000007,-5.4425607
得不到,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.3204155,1.60206,0.90309,-5.8152657,0.6989700000000001,不到回应,,,,,
分手了,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.457964,1.6532125,1.0413927,-5.7633586,0.6118197999999999,分手了但,-7.974498,1.5682018,1.39794,0.17026180000000002,-5.0083556
心情不,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.160787,2.3222194,1.230449,-5.608118,1.0917704,心情不错,-8.812136,1.6334685,1.3802112,0.2532573,-5.7984557
谁也不,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.229819,2.2405493,1.50515,-5.4841204,0.7353993000000001,谁也不知道,-7.253004,2.3096302,2.149219,0.16041119999999998,-2.7941546
不上来,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-8.595186,1.2787536,1.7923917,-5.5240407,-0.5136381000000001,说不上来,-8.351514,1.0791812,1.5185139,-0.4393327,-5.7538185
就值,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.5323515,2.4393327,1.7242758,-5.368743,0.7150569,,,,,,
看法,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.397974,1.4913617,2.1303337,-5.7762785,-0.6389720000000001,,,,,,
个店,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-7.892572,0.69897,3.1089032,-4.0846987,-2.4099331999999998,我想开个店,-7.158979,2.0569048,2.2121875,-0.15528270000000033,-2.8898866
次也是,1.6156707e-06,6.785816999999998e-05,42.000000281460416,-9.0065,1.6812413,2.4857213,-4.8395376,-0.8044799999999999,这次也,-8.790443,1.60206,1.462398,0.13966199999999995,-5.7259855
脸红,1.6156707e-06,6.62425e-05,41.00000070365103,-8.335527,1.6127839,0.90309,-5.8196535,0.7096939,脸红心跳,-8.441336,1.3424227,1.5797836,-0.2373609000000001,-5.5191298
都打不,1.6156707e-06,6.62425e-05,41.00000070365103,-8.072868,2.4941547,1.6532125,-3.9255009,0.8409422000000002,打不过,-9.006484,2.0170333,1.8388491,0.17818420000000001,-5.1506014
客服只,1.6156707e-06,6.62425e-05,41.00000070365103,-7.9678493,1.3617278,0.845098,-5.7610235,0.5166297999999999,客服只会,-7.764351,1.20412,1.0791812,0.12493880000000002,-5.4810495
说的不,1.6156707e-06,6.62425e-05,41.00000070365103,-9.120147,1.90309,1.39794,-5.8191166,0.50515,说的不就,,,,,
别人看,1.6156707e-06,6.62425e-05,41.00000070365103,-8.922319,2.1003706,1.5563025,-5.2656465,0.5440681000000003,别人看到,-8.288332,1.9590414,1.9637878,-0.0047463999999999285,-4.3655024
不知道那,1.6156707e-06,6.62425e-05,41.00000070365103,-8.976036,2.0374265,1.5185139,-5.4200954,0.5189126,不知道那个,-8.404278,1.8633229,2.2253094,-0.3619865,-4.3156457
性质,1.6156707e-06,6.62425e-05,41.00000070365103,-8.543095,2.1875207,1.0413927,-5.314181,1.1461279999999998,,,,,,
给我一,1.6156707e-06,6.62425e-05,41.00000070365103,-8.296939,1.6720978,0.845098,-5.779743,0.8269998,给我一个,-9.403431,2.045323,1.9294189,0.11590409999999984,-5.428689
元一个,1.6156707e-06,6.62425e-05,41.00000070365103,-9.471277,1.5682018,2.209515,-5.69356,-0.6413132000000001,5元一个,-8.18984,1.1760913,1.50515,-0.32905870000000004,-5.5085993
的调,1.6156707e-06,6.62425e-05,41.00000070365103,-9.152059,3.1051695,2.3344538,-3.7124355,0.7707157000000002,调调,,,,,
的补,1.6156707e-06,6.62425e-05,41.00000070365103,-9.263756,2.9642596,2.3222194,-3.9772768,0.6420402000000003,补充,-7.7714376,0.9542425,1.0,-0.045757500000000007,-5.817195
没有以前好,1.6156707e-06,6.62425e-05,41.00000070365103,-7.8627067,1.7993406,1.1760913,-4.8872747,0.6232493000000001,,,,,,
远了,2.650329e-05,0.0010760367,40.60011785587953,-9.140693,1.4771212,2.075547,-5.588024,-0.5984257999999998,不远,-5.9184427,0.30103,0.0,0.30103,-5.6174126
个例,1.6156707e-06,6.462683e-05,40.000001125841656,-8.987467,1.2552725,1.9344984,-5.797696,-0.6792259,并非个例,-7.2087946,0.90309,0.90309,0.0,-5.4026146
裂的,1.6156707e-06,6.462683e-05,40.000001125841656,-8.792859,2.1003706,2.8438554,-3.8486333,-0.7434847999999996,炸裂,-6.018049,0.0,0.30103,-0.30103,-5.7170186
总的来说还,1.6156707e-06,6.462683e-05,40.000001125841656,-7.608119,1.9344984,1.0413927,-4.632228,0.8931057,,,,,,
到的东西,1.6156707e-06,6.462683e-05,40.000001125841656,-8.365711,1.4313638,1.9731278,-4.9612193,-0.5417640000000001,,,,,,
我20,1.6156707e-06,6.462683e-05,40.000001125841656,-10.096925,2.6963563,2.0827854,-5.3177834,0.6135709,我2020,-9.96579,2.4533184,2.3222194,0.1310990000000003,-5.190252
没以前好,1.6156707e-06,6.462683e-05,40.000001125841656,-7.813532,1.748188,1.20412,-4.8612237,0.544068,没以前好看,-7.6234765,1.3222193,1.0,0.3222193,-5.301257
给我发来,1.6156707e-06,6.462683e-05,40.000001125841656,-7.967962,2.3242824,1.7853298,-3.8583498,0.5389526,,,,,,
度不好,1.6156707e-06,6.462683e-05,40.000001125841656,-8.622388,1.3222193,1.9637878,-5.336381,-0.6415685,态度不好,-8.238853,1.6334685,1.8325089,-0.19904040000000012,-4.772876
百多买的,1.6156707e-06,6.462683e-05,40.000001125841656,-8.121668,0.9542425,1.690196,-5.477229,-0.7359535,,,,,,
是这个价,1.6156707e-06,6.462683e-05,40.000001125841656,-8.410069,1.2787536,1.9912261,-5.1400895,-0.7124725000000001,就是这个价,-7.3943615,1.748188,1.8573325,-0.10914449999999998,-3.788841
承担责任,1.7502172999999999e-06,6.947384e-05,39.69440926363848,-8.664909,1.763428,1.2552725,-5.6462092,0.5081555,,,,,,
举报,3.375419e-06,0.000132485,39.249941900607936,-6.8234425,0.0,1.0,-5.8234425,-1.0,实名举报,-6.3940597,2.0413928,2.1271048,-0.08571200000000001,-2.225562
足的,1.6156707e-06,6.301116e-05,39.00000154803227,-9.177089,1.4913617,2.1760912,-5.509636,-0.6847295000000002,十足,,,,,
我勒个去,1.6156707e-06,6.301116e-05,39.00000154803227,-8.153492,1.0791812,1.60206,-5.472251,-0.5228788,,,,,,
我还不,1.6156707e-06,6.301116e-05,39.00000154803227,-9.080335,2.445604,1.9190781,-4.7156525,0.5265259,我还不知道,-8.444407,2.1038036,2.164353,-0.0605494000000002,-4.176251
色包装的,1.6156707e-06,6.301116e-05,39.00000154803227,-8.33177,1.1760913,1.9867717,-5.168907,-0.8106804000000001,红色包装,-7.5579014,1.845098,1.8325089,0.012589099999999798,-3.8802943
多说了,1.6156707e-06,6.301116e-05,39.00000154803227,-8.525717,1.1760913,2.0211892,-5.3284364,-0.8450978999999998,不多说,-9.018756,1.4149734,1.7923917,-0.3774183,-5.811391
仿的,1.6156707e-06,6.301116e-05,39.00000154803227,-9.401326,2.0253057,2.5854607,-4.79056,-0.560155,模仿,-9.2414465,1.69897,1.8260748,-0.1271047999999999,-5.716402
我实在,1.6156707e-06,6.301116e-05,39.00000154803227,-9.256646,2.0863597,1.39794,-5.772346,0.6884197000000001,,,,,,
一地,1.6156707e-06,6.301116e-05,39.00000154803227,-9.166464,1.5682018,2.1271048,-5.471157,-0.5589030000000001,碎了一地,-8.3659725,1.3617278,1.447158,-0.08543020000000001,-5.557087
件没有,1.6156707e-06,6.301116e-05,39.00000154803227,-9.478614,1.5910646,2.09691,-5.7906394,-0.5058453999999999,,,,,,
个评论,1.6156707e-06,6.301116e-05,39.00000154803227,-8.696325,1.5440681,2.0681858,-5.084071,-0.5241177000000001,20个评论,-7.7347603,1.7923917,1.845098,-0.05270629999999987,-4.0972705
刚拿,1.6156707e-06,6.301116e-05,39.00000154803227,-8.655592,2.0374265,1.30103,-5.3171353,0.7363965000000001,刚拿到,-8.666973,1.8388491,1.5440681,0.29478099999999996,-5.2840557
推卸,1.6156707e-06,6.301116e-05,39.00000154803227,-7.716244,2.2624512,1.7403626,-3.7134304,0.5220886,推卸责任,-8.060449,1.5797836,1.6334685,-0.053684899999999924,-4.8471966
次都是这样,1.6156707e-06,6.301116e-05,39.00000154803227,-7.705536,1.0,1.7403626,-4.9651732,-0.7403626000000001,,,,,,
没好货,1.6156707e-06,6.301116e-05,39.00000154803227,-8.282875,1.0413927,1.7323937,-5.5090885,-0.691001,便宜没好货,-6.085172,1.690196,1.690196,0.0,-2.70478
没有特,1.6156707e-06,6.301116e-05,39.00000154803227,-8.733645,2.457882,1.3222193,-4.953544,1.1356627000000001,没有特别,-8.600257,2.3180633,2.075547,0.24251630000000013,-4.206647
2米,1.6156707e-06,6.301116e-05,39.00000154803227,-9.139519,1.5910646,2.2253094,-5.323145,-0.6342448,腿长2米,-6.3255887,1.447158,1.3424227,0.10473529999999998,-3.5360081
皮子,1.6156707e-06,6.301116e-05,39.00000154803227,-8.917398,1.4313638,1.9344984,-5.551536,-0.5031346000000001,嘴皮子,-8.941627,1.6627579,1.462398,0.2003598999999998,-5.8164706
音讯,1.6156707e-06,6.301116e-05,39.00000154803227,-8.381598,1.0791812,1.80618,-5.4962373,-0.7269987999999998,杳无音讯,-8.168202,1.1760913,1.3424227,-0.16633140000000002,-5.6496887
无音讯,6.250776e-07,2.4235061999999997e-05,38.771286196011246,-8.183986,1.146128,1.690196,-5.3476615,-0.544068,杳无音讯,-8.168202,1.1760913,1.3424227,-0.16633140000000002,-5.6496887
理睬,1.6252018e-06,6.301116e-05,38.771284745204525,-8.339473,1.30103,1.8808136,-5.157629,-0.5797836000000001,不理睬,-8.540143,1.447158,1.5314789,-0.08432090000000003,-5.5615063
什么理由,8.7510864e-07,3.3929085e-05,38.77128385352353,-7.566506,1.69897,2.3117537,-3.5557823,-0.6127837,有什么理由,-7.270427,2.0827854,2.2013972,-0.11861180000000004,-2.986245
入歧途,1.2501552e-07,4.847012e-06,38.77128240454191,-8.308066,1.0,1.5563025,-5.751764,-0.5563024999999999,误入歧途,-8.385622,1.3617278,1.447158,-0.08543020000000001,-5.5767365
阴影面积,1.2501552e-07,4.847012e-06,38.77128240454191,-5.8392115,1.30103,1.9542425,-2.5839388,-0.6532125000000002,,,,,,
屠龙记,1.2501552e-07,4.847012e-06,38.77128240454191,-7.9409738,0.30103,1.9822712,-5.6576724,-1.6812412,倚天屠龙记,-6.1168838,1.8512584,1.9344984,-0.08323999999999998,-2.3311272
揉成光滑,1.2501552e-07,4.847012e-06,38.77128240454191,-5.4790115,1.447158,0.845098,-3.1867557,0.6020599999999999,,,,,,
仙踪,1.2501552e-07,4.847012e-06,38.77128240454191,-6.644646,0.0,0.90309,-5.741556,-0.90309,绿野仙踪,-7.955826,1.3424227,0.845098,0.49732469999999995,-5.7683053
狗皮膏,1.2501552e-07,4.847012e-06,38.77128240454191,-5.7921004,1.9344984,0.845098,-3.012504,1.0894004000000002,狗皮膏药,-5.7305565,1.9294189,2.045323,-0.11590409999999984,-1.7558146
DER,1.2501552e-07,4.847012e-06,38.77128240454191,-9.120985,1.1139433,2.1818435,-5.825198,-1.0679001999999997,UNDER,-7.520157,2.4265113,2.1038036,0.32270770000000004,-2.989842
长了几个痘,1.2501552e-07,4.847012e-06,38.77128240454191,-6.8024516,1.0413927,0.30103,-5.4600286,0.7403627,,,,,,
惴惴,1.2501552e-07,4.847012e-06,38.77128240454191,-3.0813758,1.9294189,1.0791812,-0.07277572,0.8502376999999999,惴惴不安,-7.9838433,1.2787536,1.4313638,-0.15261020000000003,-5.2737255
的成,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-9.256257,2.1172712,1.462398,-5.6765876,0.6548731999999997,成绩,-9.981572,2.1139433,2.10721,0.006733300000000053,-5.760419
的国,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-9.984847,2.365488,1.8129133,-5.8064456,0.5525747000000001,国家,-8.07819,1.1139433,1.20412,-0.0901767,-5.7601266
有一个是,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-9.200127,1.8976271,2.5658479,-4.736652,-0.6682208000000001,还有一个,-8.650212,1.30103,1.5910646,-0.29003460000000003,-5.7581177
数量不,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.559133,2.1003706,1.1760913,-5.282671,0.9242793000000002,数量不多,-6.9866505,0.845098,0.47712126,0.36797674,-5.664431
很痛,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.868619,2.0128372,1.3222193,-5.533562,0.6906178999999999,痛苦,-5.8197165,0.0,0.0,0.0,-5.8197165
一套的,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.973219,1.30103,2.0,-5.6721888,-0.6989700000000001,一套一套,-7.3783393,2.045323,1.6434526,0.40187039999999974,-3.6895638
是搞不懂,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.178922,1.230449,1.8388491,-5.109624,-0.6084001000000001,真是搞不懂,-7.1541524,1.447158,1.50515,-0.057992000000000044,-4.2018447
才能换,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.297867,1.6627579,0.845098,-5.790011,0.8176598999999999,才能换来,-8.012764,1.5440681,1.462398,0.08167009999999997,-5.0062976
又少,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.15193,1.0,2.1038036,-5.048126,-1.1038036,少之又少,-8.131444,1.9731278,2.1003706,-0.1272428000000001,-4.0579453
已开,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.192339,1.5797836,0.9542425,-5.658313,0.6255411000000001,已开启,-7.468301,1.3617278,1.3424227,0.019305099999999964,-4.7641506
的进,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-9.753941,2.2944663,1.770852,-5.6886225,0.5236142999999998,进攻,-5.8141356,0.0,0.0,0.0,-5.8141356
有意见,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.273642,2.1172712,0.845098,-5.311272,1.2721731999999997,有意见建议,-7.133688,1.0791812,0.7781513,0.3010299000000001,-5.2763557
能告诉我,1.6156707e-06,6.139548000000001e-05,37.99999746685628,-8.445916,1.30103,2.1038036,-5.0410824,-0.8027736000000001,谁能告诉我,-7.1838503,2.3242824,2.531479,-0.20719660000000006,-2.3280888
客服回,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.060308,1.5797836,0.7781513,-5.7023735,0.8016323000000001,客服回复,-7.63273,0.90309,0.90309,0.0,-5.82655
了也就,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.880079,1.9138138,1.3617278,-5.604538,0.5520860000000001,也就不,-8.765601,2.4653828,2.0827854,0.38259739999999987,-4.217433
意了,1.6156707e-06,5.9779817e-05,37.00000014073021,-7.1462173,0.47712126,1.5185139,-5.1505823,-1.0413926400000002,有创意,-9.1643095,1.9444827,1.5185139,0.4259687999999999,-5.701313
都是那,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.960563,2.2810333,1.447158,-5.2323713,0.8338752999999999,是那么,-9.381469,2.1731863,1.8512584,0.3219278999999997,-5.357024
气不好,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.317573,1.0,1.9138138,-5.403759,-0.9138138,脾气不好,-8.520937,1.7075702,1.230449,0.4771212,-5.582918
有特,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.85972,2.8639174,2.164353,-3.83145,0.6995643999999999,有特色,-8.697627,1.4149734,1.819544,-0.4045706,-5.46311
补发一,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.187818,1.9777236,1.447158,-4.762936,0.5305656000000001,补发一下,-7.317539,1.7403626,1.90309,-0.16272739999999986,-3.6740866
也不说了,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.030022,1.4771212,2.4668677,-4.086033,-0.9897464999999999,啥也不说,-8.73743,1.5563025,1.8808136,-0.32451110000000005,-5.3003135
法就是,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.080913,1.230449,1.8808136,-4.9696503,-0.6503646000000001,方法就,-8.249849,1.90309,1.5797836,0.3233063999999999,-4.766976
以为这个,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.668889,1.8129133,2.3344538,-4.5215216,-0.5215405,我以为这个,-8.552757,1.5910646,1.763428,-0.17236340000000006,-5.198265
东西不能,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.365915,1.50515,2.0934217,-4.7673435,-0.5882717,,,,,,
我认,1.6156707e-06,5.9779817e-05,37.00000014073021,-7.871458,1.748188,0.30103,-5.82224,1.447158,我认为,-7.9755545,1.1760913,1.0413927,0.1346985999999999,-5.7580705
瘪的,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.084372,1.5314789,2.1172712,-4.4356213,-0.5857922999999998,瘪瘪,-5.468791,1.7160033,1.3222193,0.3937839999999999,-2.4305682
没有标,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.742651,2.2121875,1.5910646,-4.939399,0.6211229000000003,没有标准,-8.690846,1.50515,1.50515,0.0,-5.6805468
都压,1.6156707e-06,5.9779817e-05,37.00000014073021,-9.247981,2.363612,1.819544,-5.064825,0.5440679999999998,压不住,-7.725161,2.120574,2.075547,0.04502700000000015,-3.52904
酸臭味,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.347049,1.0791812,1.6532125,-5.614655,-0.5740312999999999,,,,,,
真不知,1.6156707e-06,5.9779817e-05,37.00000014073021,-8.56823,1.845098,1.0413927,-5.681739,0.8037052999999998,真不知道,-9.035638,1.4149734,1.8808136,-0.4658401999999999,-5.739851
我本,1.6156707e-06,5.9779817e-05,37.00000014073021,-9.275387,2.0863597,1.4313638,-5.757663,0.6549959000000001,我本人,-8.272668,1.20412,1.30103,-0.09690999999999983,-5.7675176
效果挺,1.6156707e-06,5.9779817e-05,37.00000014073021,-7.8418484,2.0374265,1.3424227,-4.461999,0.6950038000000001,效果挺好,-8.51256,1.2787536,1.462398,-0.18364440000000015,-5.771408
大家千万,1.6252018e-06,5.9779817e-05,36.783012412501726,-8.26806,2.120574,1.146128,-5.0013576,0.9744459999999999,大家千万别,-7.910204,1.6812413,1.69897,-0.017728700000000153,-4.529993
赤裸裸,6.250776e-07,2.2619389999999998e-05,36.18653203693072,-8.641185,1.9344984,1.3617278,-5.344959,0.5727706000000001,,,,,,
就看不,1.6156707e-06,5.8164147e-05,36.000000562920825,-8.722912,2.4409091,1.8573325,-4.42467,0.5835765999999998,就看不到,-8.283545,2.0863597,2.133539,-0.04717929999999981,-4.0636454
有理,1.6156707e-06,5.8164147e-05,36.000000562920825,-9.087516,2.369216,1.6627579,-5.055542,0.7064581000000003,有理有据,-7.255593,1.0791812,0.7781513,0.3010299000000001,-5.39826
一团,1.6156707e-06,5.8164147e-05,36.000000562920825,-7.9104342,0.7781513,1.3424227,-5.7898607,-0.5642714,缩成一团,-8.090651,1.5314789,1.69897,-0.16749110000000011,-4.860202
色包装,1.6156707e-06,5.8164147e-05,36.000000562920825,-8.557125,1.2787536,1.8325089,-5.4458623,-0.5537553000000002,红色包装,-7.5579014,1.845098,1.8325089,0.012589099999999798,-3.8802943
